model,split_label,val_acc,val_f1,energy_uJ,n_params,train_time_s,subject,repeat,fold
FullySNN,subj4_rep2_fold3,0.5349,0.5343,0.180531,51497,92.8,4,2,3
FullySNN,subj4_rep2_fold4,0.593,0.5983,0.156084,51497,80.5,4,2,4
FullySNN,subj4_rep3_fold0,0.5517,0.5455,0.183653,51497,84.2,4,3,0
FullySNN,subj4_rep3_fold1,0.5977,0.5945,0.196359,51497,47.1,4,3,1
FullySNN,subj4_rep3_fold2,0.593,0.5832,0.192142,51497,88.8,4,3,2
FullySNN,subj4_rep3_fold3,0.593,0.5869,0.242347,51497,64.9,4,3,3
FullySNN,subj4_rep3_fold4,0.6744,0.671,0.149439,51497,47.7,4,3,4
FullySNN,subj4_rep4_fold0,0.5172,0.5188,0.13881,51497,54.0,4,4,0
FullySNN,subj4_rep4_fold1,0.5977,0.5887,0.192473,51497,93.6,4,4,1
FullySNN,subj4_rep4_fold2,0.5465,0.5421,0.168641,51497,69.7,4,4,2
FullySNN,subj4_rep4_fold3,0.5814,0.5763,0.1728,51497,49.9,4,4,3
FullySNN,subj4_rep4_fold4,0.6279,0.6264,0.171001,51497,100.1,4,4,4
FullySNN,subj5_rep0_fold0,0.4943,0.4778,0.188364,51497,48.3,5,0,0
FullySNN,subj5_rep0_fold1,0.4828,0.4885,0.183067,51497,82.7,5,0,1
FullySNN,subj5_rep0_fold2,0.5,0.4901,0.211795,51497,62.8,5,0,2
FullySNN,subj5_rep0_fold3,0.4884,0.4883,0.130301,51497,81.4,5,0,3
FullySNN,subj5_rep0_fold4,0.4302,0.4159,0.157451,51497,33.2,5,0,4
FullySNN,subj5_rep1_fold0,0.4828,0.4723,0.155263,51497,135.4,5,1,0
FullySNN,subj5_rep1_fold1,0.4713,0.4703,0.165876,51497,102.1,5,1,1
FullySNN,subj5_rep1_fold2,0.4302,0.4272,0.169786,51497,60.4,5,1,2
FullySNN,subj5_rep1_fold3,0.4186,0.3863,0.193023,51497,62.3,5,1,3
FullySNN,subj5_rep1_fold4,0.3721,0.3451,0.183555,51497,52.1,5,1,4
FullySNN,subj5_rep2_fold0,0.4483,0.445,0.175901,51497,52.2,5,2,0
FullySNN,subj5_rep2_fold1,0.4713,0.4711,0.189272,51497,78.8,5,2,1
FullySNN,subj5_rep2_fold2,0.4419,0.4358,0.130111,51497,121.9,5,2,2
FullySNN,subj5_rep2_fold3,0.4419,0.4302,0.1535,51497,132.5,5,2,3
FullySNN,subj5_rep2_fold4,0.4302,0.4189,0.190289,51497,58.2,5,2,4
FullySNN,subj5_rep3_fold0,0.4138,0.4143,0.19755,51497,50.4,5,3,0
FullySNN,subj5_rep3_fold1,0.4598,0.439,0.138749,51497,86.3,5,3,1
FullySNN,subj5_rep3_fold2,0.4419,0.4438,0.183404,51497,61.0,5,3,2
FullySNN,subj5_rep3_fold3,0.4535,0.4272,0.148974,51497,44.4,5,3,3
FullySNN,subj5_rep3_fold4,0.4302,0.4319,0.187283,51497,61.6,5,3,4
FullySNN,subj5_rep4_fold0,0.4023,0.3954,0.152821,51497,39.8,5,4,0
FullySNN,subj5_rep4_fold1,0.4368,0.4315,0.145085,51497,61.5,5,4,1
FullySNN,subj5_rep4_fold2,0.4186,0.4155,0.163149,51497,52.5,5,4,2
FullySNN,subj5_rep4_fold3,0.3837,0.3752,0.185582,51497,78.4,5,4,3
FullySNN,subj5_rep4_fold4,0.4767,0.4752,0.198557,51497,62.3,5,4,4
FullySNN,subj6_rep0_fold0,0.5517,0.5427,0.124222,51497,96.5,6,0,0
FullySNN,subj6_rep0_fold1,0.5632,0.5576,0.166639,51497,77.9,6,0,1
FullySNN,subj6_rep0_fold2,0.4302,0.396,0.198193,51497,44.2,6,0,2
FullySNN,subj6_rep0_fold3,0.4884,0.4826,0.164718,51497,40.2,6,0,3
FullySNN,subj6_rep0_fold4,0.5233,0.4981,0.124479,51497,65.5,6,0,4
FullySNN,subj6_rep1_fold0,0.4943,0.4845,0.213566,51497,45.2,6,1,0
FullySNN,subj6_rep1_fold1,0.5632,0.5661,0.188206,51497,96.8,6,1,1
FullySNN,subj6_rep1_fold2,0.4884,0.4845,0.167214,51497,73.0,6,1,2
FullySNN,subj6_rep1_fold3,0.4884,0.478,0.121394,51497,70.7,6,1,3
FullySNN,subj6_rep1_fold4,0.5349,0.5223,0.147279,51497,64.7,6,1,4
FullySNN,subj6_rep2_fold0,0.5287,0.5238,0.162977,51497,73.2,6,2,0
FullySNN,subj6_rep2_fold1,0.4598,0.4552,0.108675,51497,50.6,6,2,1
FullySNN,subj6_rep2_fold2,0.5116,0.5108,0.177344,51497,70.3,6,2,2
FullySNN,subj6_rep2_fold3,0.5233,0.5215,0.14432,51497,60.1,6,2,3
FullySNN,subj6_rep2_fold4,0.5,0.4998,0.159943,51497,53.2,6,2,4
FullySNN,subj6_rep3_fold0,0.4713,0.4686,0.108428,51497,50.6,6,3,0
FullySNN,subj6_rep3_fold1,0.5402,0.5379,0.180152,51497,91.2,6,3,1
FullySNN,subj6_rep3_fold2,0.4767,0.4738,0.126507,51497,39.0,6,3,2
FullySNN,subj6_rep3_fold3,0.4651,0.4635,0.189835,51497,50.7,6,3,3
FullySNN,subj6_rep3_fold4,0.5465,0.5328,0.128821,51497,42.0,6,3,4
FullySNN,subj6_rep4_fold0,0.5057,0.4995,0.176268,51497,54.6,6,4,0
FullySNN,subj6_rep4_fold1,0.4713,0.4624,0.20795,51497,77.8,6,4,1
FullySNN,subj6_rep4_fold2,0.5116,0.5107,0.144158,51497,97.6,6,4,2
FullySNN,subj6_rep4_fold3,0.4651,0.4598,0.130181,51497,52.5,6,4,3
FullySNN,subj6_rep4_fold4,0.5349,0.5261,0.118056,51497,90.6,6,4,4
FullySNN,subj7_rep0_fold0,0.4368,0.4316,0.146162,51497,71.7,7,0,0
FullySNN,subj7_rep0_fold1,0.4598,0.4564,0.185885,51497,53.7,7,0,1
FullySNN,subj7_rep0_fold2,0.4186,0.4204,0.154382,51497,43.5,7,0,2
FullySNN,subj7_rep0_fold3,0.4302,0.4265,0.170549,51497,61.3,7,0,3
FullySNN,subj7_rep0_fold4,0.3953,0.3699,0.129958,51497,48.4,7,0,4
FullySNN,subj7_rep1_fold0,0.4713,0.4717,0.158045,51497,120.5,7,1,0
FullySNN,subj7_rep1_fold1,0.3793,0.3799,0.176826,51497,45.7,7,1,1
FullySNN,subj7_rep1_fold2,0.4302,0.4271,0.135803,51497,52.7,7,1,2
FullySNN,subj7_rep1_fold3,0.4302,0.4279,0.135788,51497,49.3,7,1,3
FullySNN,subj7_rep1_fold4,0.5349,0.5352,0.149044,51497,63.9,7,1,4
FullySNN,subj7_rep2_fold0,0.4598,0.46,0.148349,51497,113.7,7,2,0
FullySNN,subj7_rep2_fold1,0.4713,0.4674,0.14127,51497,85.5,7,2,1
FullySNN,subj7_rep2_fold2,0.4186,0.4139,0.164644,51497,93.6,7,2,2
FullySNN,subj7_rep2_fold3,0.4186,0.4145,0.14281,51497,84.8,7,2,3
FullySNN,subj7_rep2_fold4,0.3837,0.3753,0.176454,51497,57.8,7,2,4
FullySNN,subj7_rep3_fold0,0.4483,0.4423,0.135621,51497,46.6,7,3,0
FullySNN,subj7_rep3_fold1,0.4943,0.494,0.159486,51497,70.4,7,3,1
FullySNN,subj7_rep3_fold2,0.3953,0.3819,0.15935,51497,50.0,7,3,2
FullySNN,subj7_rep3_fold3,0.4535,0.44,0.154679,51497,72.6,7,3,3
FullySNN,subj7_rep3_fold4,0.3372,0.3224,0.15556,51497,48.8,7,3,4
FullySNN,subj7_rep4_fold0,0.4483,0.4397,0.160363,51497,44.1,7,4,0
FullySNN,subj7_rep4_fold1,0.3678,0.3582,0.140144,51497,69.1,7,4,1
FullySNN,subj7_rep4_fold2,0.4767,0.4772,0.160634,51497,81.2,7,4,2
FullySNN,subj7_rep4_fold3,0.4419,0.4417,0.148486,51497,56.3,7,4,3
FullySNN,subj7_rep4_fold4,0.4535,0.4543,0.142399,51497,64.0,7,4,4
FullySNN,subj8_rep0_fold0,0.4713,0.4607,0.170624,51497,40.1,8,0,0
FullySNN,subj8_rep0_fold1,0.4598,0.4363,0.156584,51497,80.9,8,0,1
FullySNN,subj8_rep0_fold2,0.4651,0.4621,0.179094,51497,61.3,8,0,2
FullySNN,subj8_rep0_fold3,0.4419,0.4164,0.180755,51497,78.6,8,0,3
FullySNN,subj8_rep0_fold4,0.5349,0.5297,0.131919,51497,106.4,8,0,4
FullySNN,subj8_rep1_fold0,0.4368,0.4321,0.161394,51497,101.7,8,1,0
FullySNN,subj8_rep1_fold1,0.4483,0.4324,0.159513,51497,61.6,8,1,1
FullySNN,subj8_rep1_fold2,0.5465,0.5376,0.157952,51497,75.5,8,1,2
FullySNN,subj8_rep1_fold3,0.4651,0.453,0.157501,51497,43.3,8,1,3
FullySNN,subj8_rep1_fold4,0.4767,0.4556,0.174817,51497,61.6,8,1,4
FullySNN,subj8_rep2_fold0,0.5632,0.55,0.167402,51497,105.3,8,2,0
FullySNN,subj8_rep2_fold1,0.4713,0.4557,0.165383,51497,82.4,8,2,1
FullySNN,subj8_rep2_fold2,0.5,0.4928,0.171334,51497,97.7,8,2,2
FullySNN,subj8_rep2_fold3,0.5233,0.5133,0.182993,51497,69.0,8,2,3
FullySNN,subj8_rep2_fold4,0.3837,0.3789,0.12421,51497,40.4,8,2,4
FullySNN,subj8_rep3_fold0,0.4598,0.4512,0.175703,51497,82.7,8,3,0
FullySNN,subj8_rep3_fold1,0.4368,0.4323,0.108805,51497,59.8,8,3,1
FullySNN,subj8_rep3_fold2,0.4884,0.4837,0.121743,51497,58.9,8,3,2
FullySNN,subj8_rep3_fold3,0.5698,0.5623,0.169306,51497,112.5,8,3,3
FullySNN,subj8_rep3_fold4,0.4535,0.4398,0.179124,51497,80.8,8,3,4
FullySNN,subj8_rep4_fold0,0.5977,0.5942,0.194386,51497,69.7,8,4,0
FullySNN,subj8_rep4_fold1,0.4828,0.4721,0.1325,51497,68.0,8,4,1
FullySNN,subj8_rep4_fold2,0.5233,0.5233,0.16652,51497,63.2,8,4,2
FullySNN,subj8_rep4_fold3,0.5,0.4957,0.127704,51497,91.7,8,4,3
FullySNN,subj8_rep4_fold4,0.4651,0.4054,0.163103,51497,61.6,8,4,4
FullySNN,subj9_rep0_fold0,0.6322,0.6296,0.10794,51497,112.2,9,0,0
FullySNN,subj9_rep0_fold1,0.5747,0.5595,0.129769,51497,92.5,9,0,1
FullySNN,subj9_rep0_fold2,0.6279,0.609,0.137197,51497,62.4,9,0,2
FullySNN,subj9_rep0_fold3,0.6279,0.6148,0.177379,51497,116.2,9,0,3
FullySNN,subj9_rep0_fold4,0.6163,0.6006,0.145545,51497,97.8,9,0,4
FullySNN,subj9_rep1_fold0,0.6897,0.6707,0.177799,51497,147.9,9,1,0
FullySNN,subj9_rep1_fold1,0.6207,0.6152,0.169037,51497,87.3,9,1,1
FullySNN,subj9_rep1_fold2,0.6512,0.6354,0.144392,51497,86.0,9,1,2
FullySNN,subj9_rep1_fold3,0.6279,0.6075,0.128267,51497,118.1,9,1,3
FullySNN,subj9_rep1_fold4,0.5233,0.5117,0.181013,51497,47.2,9,1,4
FullySNN,subj9_rep2_fold0,0.6667,0.6433,0.211402,51497,117.3,9,2,0
FullySNN,subj9_rep2_fold1,0.5517,0.5304,0.117098,51497,47.2,9,2,1
FullySNN,subj9_rep2_fold2,0.5814,0.557,0.128235,51497,101.3,9,2,2
FullySNN,subj9_rep2_fold3,0.6279,0.6178,0.150113,51497,113.5,9,2,3
FullySNN,subj9_rep2_fold4,0.6279,0.6219,0.161474,51497,59.5,9,2,4
FullySNN,subj9_rep3_fold0,0.5517,0.5289,0.107285,51497,80.6,9,3,0
FullySNN,subj9_rep3_fold1,0.5287,0.5133,0.164435,51497,46.9,9,3,1
FullySNN,subj9_rep3_fold2,0.6628,0.6599,0.14227,51497,111.0,9,3,2
FullySNN,subj9_rep3_fold3,0.593,0.5863,0.143817,51497,67.8,9,3,3
FullySNN,subj9_rep3_fold4,0.593,0.5873,0.145874,51497,89.1,9,3,4
FullySNN,subj9_rep4_fold0,0.5172,0.505,0.136364,51497,49.1,9,4,0
FullySNN,subj9_rep4_fold1,0.5172,0.5027,0.155408,51497,62.9,9,4,1
FullySNN,subj9_rep4_fold2,0.6279,0.6157,0.146579,51497,114.3,9,4,2
FullySNN,subj9_rep4_fold3,0.6163,0.5988,0.130364,51497,81.9,9,4,3
FullySNN,subj9_rep4_fold4,0.6977,0.6825,0.124124,51497,117.8,9,4,4
